feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,feedstock_amount,unit_numerator,unit_denominator,source_lon,source_lat,destination_lon,destination_lat
poplar,conventional tillage,24023,42003,1,planted,1340.70720,acre,,-79.29473,39.46249,-80.00616,40.43463
poplar,conventional tillage,24023,42003,1,harvested,167.97250,acre,,-79.29473,39.46249,-80.00616,40.43463
poplar,conventional tillage,24023,42003,1,production,12085.61530,dry short ton,,-79.29473,39.46249,-80.00616,40.43463
poplar,conventional tillage,24023,42003,1,yield,71.95000,dry short ton,acre,-79.29473,39.46249,-80.00616,40.43463
soybeans,reduced tillage,24023,42003,1,planted,246.19670,acre,,-79.29473,39.46249,-80.00616,40.43463
soybeans,no tillage,24023,42003,1,planted,299.39350,acre,,-79.29473,39.46249,-80.00616,40.43463
soybeans,conventional tillage,24023,42003,1,harvested,662.08470,acre,,-79.29473,39.46249,-80.00616,40.43463
soybeans,reduced tillage,24023,42003,1,harvested,243.39190,acre,,-79.29473,39.46249,-80.00616,40.43463
soybeans,no tillage,24023,42003,1,yield,1.32158,dry short ton,acre,-79.29473,39.46249,-80.00616,40.43463
soybeans,conventional tillage,24023,42003,1,planted,669.71440,acre,,-79.29473,39.46249,-80.00616,40.43463
soybeans,no tillage,24023,42003,1,harvested,295.98270,acre,,-79.29473,39.46249,-80.00616,40.43463
soybeans,reduced tillage,24023,42003,1,production,320.86226,dry short ton,,-79.29473,39.46249,-80.00616,40.43463
soybeans,conventional tillage,24023,42003,1,yield,1.28213,dry short ton,acre,-79.29473,39.46249,-80.00616,40.43463
soybeans,no tillage,24023,42003,1,production,391.16557,dry short ton,,-79.29473,39.46249,-80.00616,40.43463
soybeans,conventional tillage,24023,42003,1,production,848.88002,dry short ton,,-79.29473,39.46249,-80.00616,40.43463
soybeans,reduced tillage,24023,42003,1,yield,1.31830,dry short ton,acre,-79.29473,39.46249,-80.00616,40.43463
willow,conventional tillage,24023,42003,1,harvested,1396.74340,acre,,-79.29473,39.46249,-80.00616,40.43463
willow,conventional tillage,24023,42003,1,planted,6695.38500,acre,,-79.29473,39.46249,-80.00616,40.43463
willow,conventional tillage,24023,42003,1,production,51716.63920,dry short ton,,-79.29473,39.46249,-80.00616,40.43463
willow,conventional tillage,24023,42003,1,yield,37.02655,dry short ton,acre,-79.29473,39.46249,-80.00616,40.43463
forest residues,no tillage,24023,42003,northeast,harvested,722.50000,acre,,-79.29473,39.46249,-80.00616,40.43463
forest residues,no tillage,24023,42003,northeast,production,8358.60000,dry short ton,,-79.29473,39.46249,-80.00616,40.43463
forest whole tree,no tillage,24023,42003,northeast,production,38663.40000,dry short ton,,-79.29473,39.46249,-80.00616,40.43463
forest whole tree,no tillage,24023,42003,northeast,harvested,454.60000,acre,,-79.29473,39.46249,-80.00616,40.43463
